City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
455,Nikolsk,RU,53.7189,46.0712,52.41,83,45,8.32,scattered clouds
456,Camapua,BR,-19.5314,-54.0439,72.57,30,54,7.02,broken clouds
457,Pataskala,US,39.9956,-82.6743,80.1,84,0,0.85,clear sky
458,College,US,64.8569,-147.8028,55.35,88,100,6.91,light rain
459,Thinadhoo,MV,0.5333,72.9333,81.21,69,86,0.22,overcast clouds
460,Wajir,KE,1.7471,40.0573,69.75,76,82,12.15,broken clouds
461,Fairbanks,US,64.8378,-147.7164,55.36,88,100,6.91,light rain
462,Anamur,TR,36.0751,32.8369,80.11,57,0,6.67,clear sky
463,Hasaki,JP,35.7333,140.8333,88.29,78,96,3.89,overcast clouds
464,Ilulissat,GL,69.2167,-51.1,50.02,71,75,3.44,broken clouds
465,Mingshui,CN,36.7167,117.5,73.49,81,100,5.59,overcast clouds
466,Flinders,AU,-34.5833,150.8552,56.17,88,77,8.01,light rain
467,San Cristobal,VE,7.7669,-72.225,71.78,98,100,4.03,overcast clouds
468,Juneau,US,58.3019,-134.4197,56.84,96,100,8.05,overcast clouds
469,Pocao De Pedras,BR,-4.6667,-44.85,73.58,65,59,1.92,broken clouds
470,Ola,RU,59.5833,151.2833,75.15,86,94,9.08,overcast clouds
471,Rath,IN,25.5833,79.5667,86.58,70,64,8.32,broken clouds
472,Port Lincoln,AU,-34.7333,135.8667,52.36,55,94,13.89,overcast clouds
473,Mayumba,GA,-3.432,10.6554,69.08,93,68,3.56,broken clouds
474,Cidreira,BR,-30.1811,-50.2056,57.65,90,8,5.46,clear sky
475,Tayshet,RU,55.9342,98.0044,62.8,69,100,10.65,overcast clouds
476,Nuuk,GL,64.1835,-51.7216,52.41,76,20,6.91,few clouds
477,Monreale,IT,38.0801,13.2885,79.25,32,0,2.17,clear sky
478,Port Moresby,PG,-9.4431,147.1797,80.2,79,100,4.72,overcast clouds
479,Whitehorse,CA,60.7161,-135.0538,65.17,43,75,13.8,broken clouds
480,Xining,CN,36.6167,101.7667,60.03,56,0,2.53,clear sky
481,Bathsheba,BB,13.2167,-59.5167,81.21,94,40,12.66,scattered clouds
482,Waldoboro,US,44.0954,-69.3756,78.44,67,0,5.97,clear sky
483,Shingu,JP,33.7333,135.9833,89.44,51,70,7.67,broken clouds
484,Basco,PH,20.4487,121.9702,86.11,78,3,15.46,clear sky
485,Dolores,AR,-36.3132,-57.6792,42.21,73,15,8.25,few clouds
486,Helong,CN,42.5397,128.9972,75.74,79,65,0.98,broken clouds
487,Tafresh,IR,34.692,50.013,70.45,21,0,7.52,clear sky
488,Broome,US,42.2506,-75.833,76.14,83,72,3.13,broken clouds
489,Coquimbo,CL,-29.9533,-71.3436,53.33,100,100,2.3,overcast clouds
490,Alice Town,BS,25.7167,-79.3,83.16,75,0,13.76,clear sky
491,Reconquista,AR,-29.15,-59.65,53.49,88,0,7.07,clear sky
492,Cayenne,GF,4.9333,-52.3333,76.08,1,0,0.0,clear sky
493,Manitouwadge,CA,49.1215,-85.8403,64.53,96,100,8.81,overcast clouds
494,Tosya,TR,41.0155,34.0401,52.41,80,0,2.68,clear sky
495,Tecoanapa,MX,16.5167,-98.75,82.33,83,41,6.78,scattered clouds
496,Wasilla,US,61.5814,-149.4394,51.94,94,100,3.44,moderate rain
497,Havre,FR,49.5833,0.3333,66.34,82,0,8.05,clear sky
498,Raton,US,36.9034,-104.4391,83.01,26,0,14.97,clear sky
499,Conde,BR,-7.2597,-34.9075,72.86,94,40,6.91,scattered clouds
500,Alta Floresta,BR,-9.8756,-56.0861,69.91,42,2,3.36,clear sky
501,Kiruna,SE,67.8557,20.2251,47.32,87,20,3.44,few clouds
502,Oriximina,BR,-1.7656,-55.8661,73.92,93,40,4.61,scattered clouds
503,Abu Dhabi,AE,24.4667,54.3667,96.82,52,0,9.22,clear sky
504,Seymchan,RU,62.8833,152.4333,57.78,77,100,6.64,overcast clouds
505,Sterling,US,39.0062,-77.4286,84.11,78,0,3.87,clear sky
506,Shimoda,JP,34.6667,138.95,84.29,74,76,5.77,broken clouds
507,Ocos,GT,14.5094,-92.1933,81.5,83,100,3.31,overcast clouds
508,Hun,LY,29.1268,15.9477,75.07,54,0,5.01,clear sky
509,Solwezi,ZM,-12.1688,26.3894,55.53,59,4,4.72,clear sky
510,Kudahuvadhoo,MV,2.6708,72.8944,79.47,77,100,11.43,overcast clouds
511,Quelimane,MZ,-17.8786,36.8883,66.25,94,0,3.42,clear sky
512,Preobrazheniye,RU,42.9019,133.9064,66.88,90,97,5.3,overcast clouds
513,Aswan,EG,24.0934,32.907,87.1,19,0,4.61,clear sky
514,Nadym,RU,65.5333,72.5167,61.7,57,100,9.55,overcast clouds
515,Rafraf,TN,37.1904,10.1837,78.75,65,0,11.88,clear sky
516,Pangnirtung,CA,66.1451,-65.7125,47.77,85,100,3.09,light rain
517,Alim,PH,9.5649,122.4876,83.61,72,59,2.62,broken clouds
518,Bredy,RU,52.4153,60.3411,63.79,73,98,8.21,overcast clouds
519,Iskateley,RU,67.6803,53.1512,64.11,66,8,15.68,clear sky
520,Mokhsogollokh,RU,61.4681,128.9203,77.27,59,99,3.27,overcast clouds
521,Vanavara,RU,60.34,102.2797,66.63,55,100,5.88,overcast clouds
522,Nosy Varika,MG,-20.5833,48.5333,67.28,83,70,6.93,moderate rain
523,Cockburn Town,TC,21.4612,-71.1419,82.13,78,0,20.6,clear sky
524,Moses Lake,US,47.1301,-119.2781,94.87,21,0,6.91,clear sky
525,Bilgram,IN,27.1833,80.0333,91.99,54,95,5.35,overcast clouds
526,Kasongo-Lunda,CD,-6.4667,16.8167,67.98,80,50,2.1,scattered clouds
527,Zapolyarnyy,RU,69.4154,30.8136,54.68,93,100,8.7,overcast clouds
528,Cukai,MY,4.25,103.4167,78.75,83,100,4.74,light rain
529,Carnot,CF,4.9409,15.8665,68.47,99,100,2.1,overcast clouds
530,Soyo,AO,-6.1349,12.3689,68.95,94,21,5.82,few clouds
531,Cap Malheureux,MU,-19.9842,57.6142,65.46,77,40,10.0,moderate rain
532,Chatellerault,FR,46.8,0.5333,66.92,86,98,5.37,light rain
533,Faya,SA,18.3851,42.4509,66.72,51,100,5.61,overcast clouds
534,Wilmington,US,34.2257,-77.9447,82.9,86,75,5.75,broken clouds
535,Inirida,CO,3.8653,-67.9239,71.78,97,100,0.18,overcast clouds
536,San Quintin,MX,30.4833,-115.95,70.7,77,60,9.66,broken clouds
537,Malartic,CA,48.1335,-78.1328,59.68,84,100,4.45,overcast clouds
538,Naze,JP,28.3667,129.4833,86.92,81,100,15.03,overcast clouds
539,Brae,GB,60.3964,-1.353,55.63,91,100,11.18,overcast clouds
540,Thunder Bay,CA,48.4001,-89.3168,53.83,99,100,7.78,overcast clouds
541,Codrington,AU,-38.2667,141.9667,51.15,56,0,3.09,clear sky
542,Akyab,MM,20.15,92.9,83.16,79,100,1.48,overcast clouds
543,Cervo,ES,43.6702,-7.4101,64.96,84,100,7.63,overcast clouds
544,Bondo,CD,3.8146,23.6866,65.1,99,100,0.72,overcast clouds
545,Pravokumskoye,RU,44.7694,44.6472,66.29,78,100,2.98,overcast clouds
546,Costinesti,RO,43.95,28.6333,65.64,63,3,8.03,clear sky
547,Chicla,PE,-11.705,-76.2686,40.71,50,100,7.83,overcast clouds
548,Kuzovatovo,RU,53.5468,47.6866,52.63,82,6,7.29,clear sky
549,Antalaha,MG,-14.9003,50.2788,67.05,86,23,10.07,light rain
550,Ballina,AU,-28.8667,153.5667,59.02,92,95,14.56,overcast clouds
551,Taylor,US,32.3001,-99.8337,103.46,21,0,13.8,clear sky
552,Suicheng,CN,33.8963,117.9331,76.1,99,100,5.95,moderate rain
553,Ancud,CL,-41.8697,-73.8203,51.22,95,100,19.84,light rain
554,Coxim,BR,-18.5067,-54.76,72.93,30,68,4.21,broken clouds
555,Sambava,MG,-14.2667,50.1667,68.79,83,17,14.09,light rain
556,San Policarpo,PH,12.1791,125.5072,85.23,77,5,8.52,clear sky
557,Rincon,US,32.296,-81.2354,73.36,94,75,3.44,broken clouds
558,Nanortalik,GL,60.1432,-45.2371,46.67,96,100,9.8,overcast clouds
559,Karratha,AU,-20.7377,116.8463,75.15,29,0,16.35,clear sky
560,Porbandar,IN,21.6422,69.6093,81.21,85,94,15.68,overcast clouds
561,Biak,ID,-0.9131,122.8766,81.09,73,87,3.8,overcast clouds
562,Lillooet,CA,50.6856,-121.942,84.4,32,2,3.96,clear sky
563,Asau,RO,46.4333,26.4,65.32,82,80,3.27,broken clouds
564,Begunitsy,RU,59.5855,29.3176,50.9,93,13,9.04,few clouds
565,Pudozh,RU,61.8099,36.5345,54.25,97,100,11.65,moderate rain
566,Keighley,GB,53.8679,-1.9066,76.32,65,74,1.99,broken clouds
567,Rosetta,EG,31.4044,30.4164,78.55,78,0,9.84,clear sky
568,Lucea,JM,18.451,-78.1736,84.06,80,13,5.99,few clouds
569,Pimentel,PE,-6.8367,-79.9342,62.31,86,70,11.34,broken clouds
570,Cacequi,BR,-29.8836,-54.825,51.28,93,0,9.86,clear sky
571,Lima,PE,-12.0432,-77.0282,57.45,82,100,10.36,overcast clouds
572,Jizan,SA,17.3333,42.6667,83.34,38,100,2.42,overcast clouds
573,Saldanha,ZA,-33.0117,17.9442,54.14,74,0,14.29,clear sky
574,Plouzane,FR,48.3833,-4.6167,62.65,94,75,5.75,broken clouds
575,Alindao,CF,5.0267,21.2088,68.54,99,100,1.77,overcast clouds
576,Brezovo,BG,42.35,25.0833,59.4,60,0,4.79,clear sky
577,Lida,BY,53.8833,25.2997,56.75,96,100,7.18,overcast clouds
578,Waw,SS,7.7029,27.9953,68.61,97,100,3.71,overcast clouds
579,Berlevag,NO,70.8578,29.0864,54.91,84,100,4.9,light rain
580,Tolbazy,RU,54.0241,55.8825,58.03,90,0,6.38,clear sky
581,Namibe,AO,-15.1961,12.1522,61.3,87,0,6.82,clear sky
582,Lago Da Pedra,BR,-4.3333,-45.1667,73.54,68,44,2.48,scattered clouds
583,Douglas,US,41.3,-96.167,87.1,49,0,0.0,clear sky
584,Bara,NG,10.3744,10.7288,70.74,95,51,5.19,moderate rain
585,Cassilandia,BR,-19.1133,-51.7342,68.13,37,39,2.71,scattered clouds
586,Tilichiki,RU,60.4667,166.1,57.61,80,100,6.89,overcast clouds
587,Sandnessjoen,NO,66.0217,12.6316,55.65,74,100,5.01,overcast clouds
588,Lhokseumawe,ID,5.1801,97.1507,82.2,69,35,4.94,scattered clouds
589,Labuhan,ID,-6.8844,112.2051,82.45,71,36,10.92,scattered clouds
590,Tarko-Sale,RU,64.9225,77.785,60.35,55,3,15.9,clear sky
591,Melbu,NO,68.5044,14.8297,44.42,93,68,4.61,broken clouds
592,Marathon,US,44.9,-89.7668,81.93,72,100,13.8,overcast clouds
593,Siparia,TT,10.1333,-61.5,78.78,94,27,8.88,scattered clouds
594,Samarai,PG,-10.6167,150.6667,82.22,73,48,6.67,scattered clouds
595,Lompoc,US,34.6391,-120.4579,88.79,78,0,17.27,clear sky
596,Kaihua,CN,23.3687,104.28,72.54,87,100,7.49,overcast clouds
597,Marang,MY,5.2056,103.2059,82.31,78,96,5.75,overcast clouds
598,Anloga,GH,5.7947,0.8973,74.91,75,99,12.12,overcast clouds
599,Esperance,AU,-33.8667,121.9,57.9,74,96,13.58,overcast clouds
600,Marsh Harbour,BS,26.5412,-77.0636,81.77,78,2,10.16,clear sky
601,Sao Sepe,BR,-30.1606,-53.5653,49.66,95,7,7.72,clear sky
602,Huarmey,PE,-10.0681,-78.1522,62.17,86,23,9.69,few clouds
603,San Juan,AR,-31.5375,-68.5364,49.98,38,0,1.05,clear sky
604,Olongapo,PH,14.8292,120.2828,86.05,70,75,10.36,broken clouds
605,Vitim,RU,59.4511,112.5578,76.87,52,9,1.1,clear sky
606,Khed Brahma,IN,24.0333,73.05,79.36,90,100,7.58,overcast clouds
607,Virginia Beach,US,36.8529,-75.978,83.01,77,75,5.75,broken clouds
608,Konevo,RU,62.1215,39.3192,55.72,99,100,8.32,light rain
609,Puri,IN,19.8,85.85,79.32,76,100,11.83,heavy intensity rain
610,Viljoenskroon,ZA,-27.2084,26.9485,55.22,45,100,3.83,overcast clouds
611,Garowe,SO,8.4054,48.4845,72.61,60,91,26.31,overcast clouds
612,Udachnyy,RU,66.4167,112.4,48.45,87,100,13.02,overcast clouds
613,Aromashevo,RU,56.8602,68.6375,61.57,95,100,6.29,light rain
614,Picos,BR,-7.0769,-41.4669,70.29,54,9,2.68,clear sky
615,Manzhouli,CN,49.6,117.4333,79.83,37,8,7.36,clear sky
616,Buckeye,US,33.3703,-112.5838,110.97,21,49,8.05,scattered clouds
617,Mehamn,NO,71.0357,27.8492,51.75,100,100,2.3,overcast clouds
618,Shangrao,CN,28.4532,117.9686,91.24,65,61,2.06,broken clouds
619,Sanary-Sur-Mer,FR,43.1178,5.8001,79.88,71,0,0.49,clear sky
620,San Pablo,PH,14.0669,121.3258,83.89,68,85,4.65,overcast clouds
621,Jamame,SO,0.0722,42.7506,74.12,70,100,11.74,overcast clouds
622,Tartus,SY,34.889,35.8866,78.6,70,0,4.12,clear sky
623,Tezu,IN,27.9167,96.1667,77.45,98,100,0.22,overcast clouds
624,Tarancon,ES,40.0085,-3.0073,69.01,25,0,2.24,clear sky
625,Miraflores,MX,19.2167,-98.8083,66.87,76,19,3.76,few clouds
626,Krasnoselkup,RU,65.7,82.4667,58.46,57,87,10.76,overcast clouds
627,Coahuayana,MX,18.7333,-103.6833,80.28,85,51,2.95,broken clouds
628,Melfi,IT,40.9965,15.6514,64.94,46,0,2.57,clear sky
629,Kattivakkam,IN,13.2167,80.3167,82.49,86,48,14.18,moderate rain
630,Jijiga,ET,9.35,42.8,59.36,86,100,13.82,light rain
631,Orlik,RU,52.5178,99.825,54.93,64,3,2.33,clear sky
632,Togur,RU,58.3631,82.8265,59.45,88,92,5.35,overcast clouds
633,Santa Vitoria Do Palmar,BR,-33.5189,-53.3681,45.5,89,0,5.64,clear sky
634,Hofn,IS,64.2539,-15.2082,50.04,79,100,8.34,overcast clouds
635,Bella Union,UY,-30.2752,-57.6007,50.65,92,0,7.31,clear sky
636,Coos Bay,US,43.3665,-124.2179,74.32,91,100,11.5,mist
637,Loreto,MX,22.2667,-101.9667,75.07,34,49,4.34,scattered clouds
638,Aanekoski,FI,62.6946,25.818,49.68,100,10,7.54,clear sky
639,Araceli,PH,10.5529,119.9913,82.6,70,20,4.07,few clouds
640,Mataram,ID,-8.5833,116.1167,79.61,65,9,5.01,clear sky
641,Candido De Abreu,BR,-24.5669,-51.3333,62.49,98,3,2.91,clear sky
642,Los Llanos De Aridane,ES,28.6585,-17.9182,67.75,78,0,14.97,clear sky
643,Catuday,PH,16.2923,119.8062,84.4,68,13,9.51,moderate rain
644,Sucua,EC,-2.4667,-78.1667,66.18,93,94,2.44,light rain
645,Xai-Xai,MZ,-25.0519,33.6442,65.3,89,20,8.1,few clouds
646,Huilong,CN,31.8111,121.655,88.93,82,100,6.42,overcast clouds
647,Suzhou,CN,31.3114,120.6181,91.17,62,71,9.4,broken clouds
648,Villa Rica,US,33.7321,-84.9191,76.23,95,9,4.63,clear sky
649,Narasannapeta,IN,18.4167,84.05,83.68,79,100,7.34,overcast clouds
650,Canico,PT,32.6333,-16.85,69.71,87,36,15.41,scattered clouds
651,Mugur-Aksy,RU,50.35,90.5,48.81,59,40,3.11,scattered clouds
652,Cabra,ES,37.4725,-4.4421,74.66,43,0,1.79,clear sky
653,Hit,IQ,33.6416,42.8251,92.48,11,0,10.09,clear sky
654,Olinda,BR,-8.0089,-34.8553,74.93,78,75,8.05,broken clouds
655,Cairns,AU,-16.9167,145.7667,81.1,67,40,12.66,scattered clouds
656,Kandrian,PG,-6.2167,149.55,83.52,71,84,6.22,light rain
657,Severnoye,RU,56.3491,78.3619,59.14,87,100,6.33,light rain
658,Yashkul,RU,46.1711,45.3435,66.97,75,100,5.3,overcast clouds
659,Sao Mateus,BR,-18.7161,-39.8589,66.54,92,6,2.51,clear sky
660,Pasni,PK,25.2631,63.471,83.32,87,100,8.68,overcast clouds
661,Olafsvik,IS,64.8945,-23.7142,51.08,80,95,11.16,overcast clouds
662,Srinivaspur,IN,13.3333,78.2167,73.49,76,95,7.4,overcast clouds
663,Siilinjarvi,FI,63.0833,27.6667,53.62,87,0,12.66,clear sky
664,Veinticinco De Mayo,AR,-35.4323,-60.1727,48.97,62,7,1.99,clear sky
665,Vilhena,BR,-12.7406,-60.1458,68.5,43,1,3.02,clear sky
666,Mana,GF,5.6592,-53.7767,77.22,85,97,8.99,overcast clouds
667,Tigzirt,DZ,36.8886,4.1198,76.33,70,0,5.57,clear sky
668,Ramshir,IR,30.8946,49.4092,91.15,62,0,8.21,clear sky
669,Dzilam Gonzalez,MX,21.2833,-88.9333,81.66,73,93,9.31,overcast clouds
670,Atambua,ID,-9.1061,124.8925,78.84,52,86,0.96,overcast clouds
671,Carahue,CL,-38.7,-73.1667,46.35,95,46,3.06,scattered clouds
672,Matay,EG,28.419,30.7792,80.91,44,0,10.87,clear sky
673,Solnechnyy,RU,50.7214,136.6319,57.76,96,100,4.03,overcast clouds
674,Sestri Levante,IT,44.2732,9.3968,83.55,57,0,6.15,clear sky
675,Namatanai,PG,-3.6667,152.4333,83.64,68,100,5.1,overcast clouds
676,Muriae,BR,-21.1306,-42.3664,65.37,78,49,2.73,scattered clouds
677,Mamlyutka,KZ,54.9375,68.5394,61.48,98,100,12.28,moderate rain
678,Bagan,RU,54.1001,77.6646,67.59,60,80,6.11,broken clouds
679,Kousseri,CM,12.0769,15.0306,74.46,84,100,4.76,moderate rain
680,Havoysund,NO,70.9963,24.6622,52.03,91,100,1.28,overcast clouds
681,San Joaquin,US,37.9333,-121.3011,98.85,19,0,14.97,clear sky
682,Bubaque,GW,11.2833,-15.8333,78.57,83,100,16.28,light rain
683,Council Bluffs,US,41.2619,-95.8608,86.31,49,20,5.75,few clouds
684,Liwale,TZ,-9.7667,37.9333,59.47,96,8,3.87,clear sky
685,Yokadouma,CM,3.5167,15.05,67.08,99,100,1.83,overcast clouds
